BrefID	SortDate	BibLvlCode	StandardTitle	AbstractEnglish	Refstringauthors	WoScode
234314	2014	AS	Tropical marginal seas: priority regions for managing marine biodiversity and ecosystem function	"Tropical marginal seas (TMSs) are natural subregions of tropical oceans containing biodiverse ecosystems with conspicuous, valued, and vulnerable biodiversity assets. They are focal points for global marine conservation because they occur in regions where human populations are rapidly expanding. Our review of 11 TMSs focuses on three key ecosystems—coral reefs and emergent atolls, deep benthic systems, and pelagic biomes—and synthesizes, illustrates, and contrasts knowledge of biodiversity, ecosystem function, interaction between adjacent habitats, and anthropogenic pressures. TMSs vary in the extent that they have been subject to human influence—from the nearly pristine Coral Sea to the heavily exploited South China and Caribbean Seas—but we predict that they will all be similarly complex to manage because most span multiple national jurisdictions. We conclude that developing a structured process to identify ecologically and biologically significant areas that uses a set of globally agreed criteria is a tractable first step toward effective multinational and transboundary ecosystem management of TMSs."	"McKinnon, A.D.; Williams, A.; Young, J.; Dunstan, P.; Brewin, R.J.W.; Watson, R.; Brinkman, R.; Cappo, M.; Duggan, S.; Kelley, R.; Ridgway, K.; Lindsay, D.; Gledhill, D.; Hutton, T.; Richardson, A.J."	WOS:000329657800017
234478	2014	AS	Regulatory capture by default: Offshore exploratory drilling for oil and gas	"This article examines a form of regulatory capture that occurs when significant ambiguity exists regarding the environmental protection standards for new types of activities in the marine environment. To begin with, there is little research that categorizes the typologies of regulatory capture despite the ubiquity of the phenomenon. After a discussion of theoretical approaches to regulatory capture, I describe the operative definition and theory appropriate to the situation related to authorization of oil and natural gas production in Israel following the discovery of large offshore reserves in 2010. This approach, embodying several facets of existing typologies, is applied to decisions made authorizing construction of the Gabriella offshore exploratory drilling platform. The analysis highlights the nature of capture in the absence of clear agency jurisdiction over new activities located in offshore environs organized as temporal and spatial “vacuums”. I conclude that comprehensive marine spatial planning would result in less capture and the development of more capture-resistant regulations."	"Portman, M.E."	WOS:000330813800005
240024	2014	AS	Marine biological valuation of the shallow Belgian coastal zone: A space-use conflict example within the context of marine spatial planning	"The Belgian coastal zone hosts a complex of space- and resource-use activities with a myriad of pressures. Specifically at the beaches, predictions on sea-level rise, storms and flood risk from the North Sea have led to several big coastal defence projects. Management of sandy beaches is therefore a multi-faceted and complex endeavour, where the interests of several stakeholders need to be combined and where biodiversity should be taken into account.In this study, the biological value of the shallow Belgian coastal zone was derived based on a detailed and integrated dataset (1995–2011) of all available ecological information on macrobenthos, epibenthos, hyperbenthos and birds. The 67 km Belgian coastline was divided into an across-shore intertidal and shallow subtidal subzone, and into along-shore subzones of 250 m for benthic components and 3 km for birds. The intrinsic biological value of each subzone was then calculated using the biological valuation method, and the pertained score, ranging from very low to very high, was plotted accordingly in order to obtain a marine biological valuation map.Following trends were detected: (1) a strong mosaic pattern of biological value along the coastline; (2) a clear lack of (benthic) data at the eastern part of the Belgian coast; (3) a rather high biological value in around 70% of the shallow subtidal subzones, compared to the intertidal part; and (4) a high/very high biological value in intertidal zones located immediately to the east of the harbours of Nieuwpoort, Oostende and Zeebrugge.A detailed analysis of protected areas and areas under coastal flood risk indicated that biological valuation maps are very promising management tools for local decision-makers as they allow for an early integration of ‘natural/ecological values’ in policy implementation."	"Vanden Eede, S.; Laporta, L.; Deneudt, K.; Stienen, E.; Derous, S.; Degraer, S.; Vincx, M."	WOS:000339534800007
234068	2014	AMS	Building a digital zooplankton sample library as part of the LifeWatch marine observatory	\N	"Mortelmans, J.; Tyberghein, L.; Deneudt, K.; Hernandez, F."	\N
234151	2014	AMS	Towards a compilation of biological trait data for European macroalgae	\N	"Vranken, S.; Dekeyzer, S.; Vandepitte, L.; Claus, S.; De Clerck, O."	\N
234468	2014	MS	Linking oceans and human health: A strategic research priority for Europe	Key research needs and priorities to support the development of a holistic and coherent transnational oceans and human health research effort in Europe 	European Marine Board	\N
234483	2014	AS	"Untangling the <i>Spurilla neapolitana</i> (Delle Chiaje, 1841) species complex: a review of the genus <i>Spurilla</i>  Bergh, 1864 (Mollusca: Nudibranchia: Aeolidiidae)"	"<i>Spurilla neapolitana</i> (Delle Chiaje, 1823) was considered to be a species with a broad geographic range and substantial colour variability; however, analyses of mitochondrial and nuclear gene data revealed that it is a complex of five distinct species. Further anatomical and morphological examinations determined that coloration is one of the main diagnostic traits for all five species, although some display substantial colour pattern variation. As a result of this study, <i>S.?neapolitana</i> is determined to be restricted to the Mediterranean and eastern Atlantic. <i>Spurilla sargassicola</i> Bergh, 1871 from the Caribbean is redescribed and confirmed as a valid species. The name <i>Spurilla braziliana</i> MacFarland, 1909 is retained for western Atlantic and Pacific populations. Two new species are described herein. <i>S</i><i>purilla onubensis</i>?sp.?nov. occurs in Europe, with a range overlapping that of <i>S.?neapolitana.</i> Finally, <i>S</i><i>purilla dupontae</i>?sp.?nov. is found in the Bahamas."	"Carmona, L.; Lei, B.R.; Pola, M.; Gosliner, T.M.; Valdés, Á.; Cervera, J.L."	WOS:000330782500005
239230	2014	AS	"Historical aspects of meetings, publication series, and digital resources dedicated to echinoderms"	"Half a century after the first scientific meeting dedicated to marine spiny-skinned animals (Deuterostomia: Echinodermata) was held in Washington, DC, we take this opportunity to provide information on a number of historical aspects related to the echinoderm scientific community. Apart from shedding light on the historical origins of modern echinoderm conferences, the present contribution presents photographs taken during the first meeting of echinoderm researchers in 1963 as well as during the first installments of the International Echinoderm Conference and the European Conference on Echinoderms. Furthermore, we provide background information on publication series dedicated solely to the Echinodermata as well as descriptions of selected digital resources that focus on echinoderms. Finally, we present a number of echinoderm conference logos and flyers in addition to selected information about specific echinoderm meetings."	"Ziegler, A.; Mirantsev, G.V.; Jangoux, M.; Kroh, A."	WOS:000334605200005
240737	2014	AS	"Een populatie van de Aziatische tapijtschelp <i>Ruditapes philippinarum</i> (Adams & Reeve, 1850) in de Zeebrugse haven"	\N	"Kerckhof, F."	\N
241871	2014	AS	The real bounty: Marine biodiversity in the Pitcairn Islands	"In 2012 we conducted an integrated ecological assessment of the marine environment of the Pitcairn Islands, which are four of the most remote islands in the world. The islands and atolls (Ducie, Henderson, Oeno, and Pitcairn) are situated in the central South Pacific, halfway between New Zealand and South America. We surveyed algae, corals, mobile invertebrates, and fishes at 97 sites between 5 and 30 m depth, and found 51 new records for algae, 23 for corals, and 15 for fishes. The structure of the ecological communities was correlated with age, isolation, and geomorphology of the four islands. Coral and algal assemblages were significantly different among islands with Ducie having the highest coral cover (56%) and Pitcairn dominated by erect macroalgae (42%). Fish biomass was dominated by top predators at Ducie (62% of total fish biomass) and at Henderson (35%). Herbivorous fishes dominated at Pitcairn, while Oeno showed a balanced fish trophic structure. We found high levels of regional endemism in the fish assemblages across the islands (45%), with the highest level observed at Ducie (56% by number). We conducted the first surveys of the deep habitats around the Pitcairn Islands using drop-cameras at 21 sites from depths of 78 to 1,585 m. We observed 57 fish species from the drop-cams, including rare species such as the false catshark (<em>Pseudotriakis microdon</em>) and several new undescribed species. In addition, we made observations of typically shallow reef sharks and other reef fishes at depths down to 300 m. Our findings highlight the uniqueness and high biodiversity value of the Pitcairn Islands as one of the least impacted in the Pacific, and suggest the need for immediate protection."	"Friedlander, A.M.; Caselle, J.E.; Ballesteros, E.; Brown, E.K.; Turchik, A.; Sala, E."	WOS:000338709500030
241905	2014	AM	The European Ocean Biogeographic Information System (EurOBIS): Online source for marine quality controlled biogeographic data	\N	"Vandepitte, L.; Waumans, F.; Tyberghein, L.; Vanhoorne, B.; Hernandez, F."	\N
243743	2014	M	"INTERREG IVA 2 Seas Project: 'Information System on the Eutrophication ofour Coastal Areas' (ISECA). DA1-0: Info Days and final conference, Chiroutre E., NAUSICAA (2014): Final Report"	"An important communication activity in the ISECA project was to organize Information Days (short: ID) on the theme of coastal water quality and eutrophication in the three countries: France, UK and Belgium. This deliverable sum-up these actions that were to achieve as part of the Work package 1."	ISECA Partners	\N
244260	2014	AS	"<i>Leptosynapta inhaerens</i> (O.F. Müller 1776) (Echinodermata, Holothuroidea): a new record for the Belgian marine waters"	"This is the first record of <i>Leptosynapta inhaerens</i> (O.F. Müller, 1776) in Belgian marine waters and adds a second apodid species, the first being <i>Leptosynapta minuta</i> (Becher, 1906), to the Belgian holothuroid fauna. This paper contains a morphological description of the specimens, the habitat characteristics, and includes a world distribution map of <i>L. inhaerens</i>. Relationships between <i>L. inhaerens</i> and environmental data are discussed."	"Massin, C.; Wittoeck, J.; Hostens, K."	WOS:000348006400005
244262	2014	AS	"First record of Montagu’s sea snail <i>Liparis montagui</i> (Donovan, 1804) in Belgian waters"	"This paper presents the first record of a fish species new to the Belgian Part of the North Sea, including its taxonomy and ecology, and discusses the occurrence of the species in the Belgian and neighbouring waters."	"Derweduwen, J.; Hillewaert, H.; Vandendriessche, S.; Hostens, K."	WOS:000348006400006
232720	2014	AS	Selective feeding by pelagic fish in the Belgian part of the North Sea	"Pelagic fish and their planktonic prey are susceptible to a changing climate, giving rise to mismatches and planktonic bottlenecks. A detailed examination of the feeding ecology of pelagic fish can provide valuable insights in the causes and consequences of these phenomena. The present study investigated the diets of both juvenile and adult herring, sprat, horse mackerel, and adult mackerel in the Belgian part of the North Sea (BPNS) in relation to the distribution of zooplankton and ambient abiotic conditions. A study sampling pelagic fish and zooplankton simultaneously every month during consecutive years, and spanning nearshore to offshore sampling locations, is unprecedented in the southern North Sea. In all, 71 prey taxa were found in 725       stomachs of fish gathered at ten stations, sampled monthly in 2009 and 2010. The proportion of fish with empty stomachs was    low (11%), and the number of prey species ranged from 0 to 21 sp. per stomach. The diet of herring and sprat was dominated         by calanoid copepods, but herring stomachs also contained many decapod larvae, amphipods, cumaceans, and mysids. Mackerel       added sandeels to an otherwise planktivorous diet. Horse mackerel consumed both benthic and pelagic prey. The highest frequency     of occurrence in the stomachs was observed for the calanoid copepods <em>Temora longicornis</em> (33 408 of all 55 004 prey items identified) and <em>Centropages hamatus</em> (5003 times found). The fullness index ranged between 0 and 20.6, and averaged highest for sprat (0.86), followed by herring           (0.60), horse mackerel (0.26), and mackerel (0.24). We observed a different composition of zooplankton species and life stages      in the plankton samples compared with those in the fish stomachs. More adult and female copepods were eaten than the plankton       samples would suggest. Also, the calanoid copepod <em>Acartia clausi</em>, the most common calanoid species in the BPNS, was barely eaten, as was the case for fish eggs and larvae, and for common planktonic species known to be preyed upon elsewhere (e.g. <em>Oikopleura dioica</em>, <em>Evadne nordmanni</em>,  em>Euterpina acutifrons</em>). Additionally, plankton densities averaged highest in spring and at midshore (20–30 km from shore) stations, but fullness index was highest nearshore (<12 km from shore) and (apart from sprat) in summer. A significant correlation between fullness index and total density of planktonic prey species was not observed, indicating that zooplankton densities were not restrictive. Yet the fact that more than 100 plankton species occurred in the plankton samples and just two of these (<em>T. longicornis</em> and <em>C. hamatus</em>) accounted for nearly three-quarters of all ingested prey items leads us to conclude that even minor changes in the ecology or phenology of these dominant zooplankters could have profound effects on pelagic fish stocks.                "	"Van Ginderdeuren, K.; Vandendriessche, S.; Prössler, Y.; Matola, H.; Vincx, M.; Hostens, K."	WOS:000336430200007
233773	2014	AS	The ecology of benthopelagic fishes at offshore wind farms: a synthesis of 4 years of research	"In the next 10–20 years, thousands of wind turbines will be present in the North Sea. In this paper, we investigate the impact of these windmill artificial reefs (WARs) on the ecology of benthopelagic fish. More specifically we will try to resolve the attraction-ecological trap-production issue for Atlantic cod and pouting at WARs and link the information to opportunities for fisheries activities. From 2009 until 2012 the behavioural ecology of Atlantic cod and pouting was investigated at WARs in the Belgian part of the North Sea (BPNS). Information on length-frequency distribution, diet, community structure and movements were combined to gain insights on the behavioural ecology and to unravel whether production occurs. We demonstrated that specific age groups of Atlantic cod and pouting are seasonally attracted towards the WARs, that they show high site fidelity and feed upon the dominant epifaunal prey species present. Growth was observed throughout the period the fishes were present. Production on a local scale can be assumed. On a regional scale however, no changes were observed yet. Based on the acquired knowledge we judged that no fisheries activities should be allowed inside the offshore wind farms in the BPNS."	"Reubens, J.T.; Degraer, S.; Vincx, M."	WOS:000330967900009
234092	2014	AMS	GPS tags reveal movements of herring and lesser black-backed gulls along the Belgian coast	\N	"Stienen, E.W.; Desmet, P.; Lens, L.; Matheve, H.; Hernandez, F.; Bouten, W."	\N
234477	2014	AS	"Marine Protected Areas in the Coral Triangle: progress, issues, and options"	"The six Coral Triangle countries—Indonesia, Malaysia, Papua New Guinea, Philippines, Solomon Islands, and Timor-Leste—each have evolving systems of marine protected areas (MPAs) at the national and local levels. More than 1,900 MPAs covering 200,881 km<sup>2</sup> (1.6% of the exclusive economic zone for the region) have been established within these countries over the last 40 years under legal mandates that range from village level traditional law to national legal frameworks that mandate the protection of large areas as MPAs. The focus of protection has been primarily on critical marine habitats and ecosystems, with a strong emphasis on maintaining and improving the status of near-shore fisheries, a primary food and economic resource in the region. This article brings together for the first time a consistent set of current data on MPAs for the six countries and reviews progress toward the establishment of MPAs in these countries with regard to (i) coverage of critical habitat (e.g., 17.8% of the coral reef habitat within the region lies within an MPA), (ii) areas under effective management, and (iii) actions needed to improve the implementation of MPAs as a marine conservation and resource management strategy. The contribution of MPAs to the Coral Triangle MPA System as called for in the Coral Triangle Initiative on Coral Reefs, Fisheries and Food Security Regional Plan of Action is clarified. Options for scaling up existing MPAs to networks of MPAs that are more ecologically linked and integrated with fisheries management and responsive to changing climate through the Coral Triangle MPA System development are discussed. A key point is the need to improve the effectiveness of existing MPAs, and plan in a manner leading to ecosystem-based management."	"White, A.T.; Aliño, P.M.; Cros, A.; Fatan, N.A.; Green, A.L.; Teoh, S.J.; Laroya, L.; Peterson, N.; Tan, S.; Tighe, S.; Venegas-Li, R.; Walton, A.; Wen, W."	WOS:000331332000002
234941	2014	AS	Microsporidia-nematode associations in methane seeps reveal basal fungal parasitism in the deep sea	"The deep sea is Earth's largest habitat but little is known about the nature of deep-sea parasitism. In contrast to a few characterized cases of bacterial and protistan parasites, the existence and biological significance of deep-sea parasitic fungi is yet to be understood. Here we report the discovery of a fungus-related parasitic microsporidium, <i>Nematocenator marisprofundi</i> n. gen. n. sp. that infects benthic nematodes at methane seeps on the Pacific Ocean floor. This infection is species-specific and has been temporally and spatially stable over 2 years of sampling, indicating an ecologically consistent host-parasite interaction. A high distribution of spores in the reproductive tracts of infected males and females and their absence from host nematodes' intestines suggests a sexual transmission strategy in contrast to the fecal-oral transmission of most microsporidia. <i>N. marisprofundi</i> targets the host's body wall muscles causing cell lysis, and in severe infection even muscle filament degradation. Phylogenetic analyses placed <i>N. marisprofundi</i> in a novel and basal clade not closely related to any described microsporidia clade, suggesting either that microsporidia-nematode parasitism occurred early in microsporidia evolution or that host specialization occurred late in an ancient deep-sea microsporidian lineage. Our findings reveal that methane seeps support complex ecosystems involving interkingdom interactions between bacteria, nematodes, and parasitic fungi and that microsporidia parasitism exists also in the deep-sea biosphere."	"Sapir, A.; Dillman, A.R.; Connon, S.A.; Grupe, B.M.; Ingels, J.; Mundo-Ocampo, M.; Levin, L.A.; Baldwin, J.G.; Orphan, V.J.; Sternberg, P.W."	WOS:000331788900001
237914	2014	MS	De effecten van pulsvisserij door Nederlandse vaartuigen in Belgische wateren - een synthese van het Vlaams wetenschappelijk onderzoek	\N	VLIZ	\N
238015	2014	AS	"<i>Pelagia benovici</i> sp. nov. (Cnidaria, Scyphozoa): a new jellyfish in the Mediterranean Sea"	"A bloom of an unknown semaestome jellyfish species was recorded in the North Adriatic Sea from September 2013 to early 2014. Morphological analysis of several specimens showed distinct differences from other known semaestome species in the Mediterranean Sea and unquestionably identified them as belonging to a new pelagiid species within genus Pelagia. The new species is morphologically distinct from P. noctiluca, currently the only recognized valid species in the genus, and from other doubtful Pelagia species recorded from other areas of the world. Molecular analyses of mitochondrial cytochrome c oxidase subunit I (COI) and nuclear 28S ribosomal DNA genes corroborate its specific distinction from P. noctiluca and other pelagiid taxa, supporting the monophyly of Pelagiidae. Thus, we describe Pelagia benovici sp. nov. Piraino, Aglieri, Scorrano & Boero. "	"Piraino, S.; Aglieri, G.; Martell, L.; Mazzoldi, C.; Melli, V.; Milisenda, G.; Scorrano, S.; Boero, F."	WOS:000335645600007
241870	2014	AS	"The intertidal polychaete (Annelida) fauna of the Sitakunda coast (Chittagong, Bangladesh), with notes on the Capitellidae, Glyceridae, Lumbrineridae, Nephtyidae, Nereididae and Phyllodocidae of the “Northern Bay of Bengal Ecoregion”"	"Of seven species of polychaetous annelids collected from the intertidal zone of Sitakunda coast, Chittagong, Bangladesh, five were new records for the country. The seven are listed, with brief notes on these, some previously recorded! species and others housed in the collections of the Natural History Museum, London. Keys are given to the recorded species of Phyllodocidae, Nereididae, Lumbrineridae, Nephtyidae and Capitellidae of the “Northern Bay of Bengal Ecoregion”, and to the recognised species of Glyceridae from the Bay of Bengal. The worms in this Ecoregion are subject to the outflows of the Irrawaddy, Ganges, Hooghly and Mahanadi Rivers, and many of them are known to be freshwater tolerant."	"Muir, A.I.; Maruf Hossain, Md.M."	WOS:000337762900001
