UserID,created,in_aphia,in_lwdataservices,in_etn,email,surname,firstname,Institute,Country
###,2/28/2017,0,1,0,###,###,###,Facultad de Ciencias - Universidad Nacional Autonoma de México,Mexico
###,3/1/2017,0,1,0,###,###,###,Facultad de Ciencias - Universidad Nacional Autonoma de México,Mexico
###,3/9/2011,1,0,0,###,###,###,Federal University of Rio de Janeiro (UFRJ) - National museum of Brazil,Brazil
###,4/11/2016,1,0,0,###,###,###,Federal University of Rio de Janeiro (UFRJ) - National museum of Brazil,Brazil
###,7/16/2014,1,0,0,###,###,###,Federale Overheidsdienst - Volksgezondheid Veiligheid van de Voedselketen en Leefmilieu ,Belgium
###,9/27/2017,0,1,0,###,###,###,Field Studies Council,UK
###,9/17/2019,0,0,1,###,###,###,Fischwanderung.ch GmbH,Switzerland
###,7/7/2008,1,0,0,###,###,###,Fish Vet Group Limited,UK
###,5/19/2017,1,0,0,###,###,###,Fish Vet Group Limited,UK
###,6/14/2004,1,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,11/22/2004,1,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,1/6/2005,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/23/2005,0,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/1/2005,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/1/2005,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,11/17/2005,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/8/2006,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/12/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/12/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/12/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/12/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/3/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/3/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/1/2006,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,5/11/2007,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,10/17/2007,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,11/26/2007,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/9/2008,1,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/26/2009,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,5/31/2009,1,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/23/2009,1,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/31/2009,0,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,1/15/2010,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/21/2010,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,5/27/2010,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,2/11/2011,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,11/29/2011,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,5/10/2012,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/19/2012,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/22/2012,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/8/2012,1,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/17/2012,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,5/8/2013,1,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/1/2014,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,10/7/2015,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/8/2016,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/27/2016,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,10/25/2016,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/21/2017,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/3/2017,1,1,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/21/2017,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/14/2017,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,10/16/2017,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,1/15/2018,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/9/2018,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/2/2018,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/27/2018,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,2/1/2019,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,4/9/2019,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/10/2019,1,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/6/2019,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/2/2019,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/16/2019,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,8/7/2020,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/9/2020,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/21/2020,1,0,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,1/21/2021,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,3/3/2021,0,1,0,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/14/2021,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,6/23/2021,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,7/6/2021,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,1/10/2022,0,0,1,###,###,###,Flanders Marine Institute (VLIZ),Belgium
###,9/21/2007,1,1,0,###,###,###,Flemish government,Belgium
###,2/21/2012,1,0,0,###,###,###,Florida State University,USA
###,5/11/2021,0,0,1,###,###,###,France Energie Marines,France
###,3/15/2017,1,0,0,###,###,###,French National Institute for Agricultural Research (INRA),France
###,3/15/2018,0,0,1,###,###,###,French National Institute for Agricultural Research (INRA),France
###,3/11/2014,1,0,0,###,###,###,Friedrich-Loeffler-Institut,Germany
###,1/21/2015,1,0,0,###,###,###,Fudan University,China
###,7/24/2020,0,1,0,###,###,###,Fugro,Global?
###,8/27/2019,0,0,1,###,###,###,Game & Wildlife Conservation Trust,UK
###,11/13/2019,0,1,0,###,###,###,Gardline Limited,Global
###,4/24/2009,1,0,0,###,###,###,Geneva Natural History Museum (MHNG),Switzerland
###,5/13/2021,0,1,0,###,###,###,Geoinformatics Solutions,Greece
###,1/2/2007,1,0,0,###,###,###,GEOMAR - Helmholtz-Zentrum für Ozeanforschung Kiel,Germany
###,10/11/2019,0,1,0,###,###,###,GEOMAR - Helmholtz-Zentrum für Ozeanforschung Kiel,Germany
###,3/25/2010,1,0,0,###,###,###,Geomarine Research,New Zealand
###,8/6/2015,0,1,0,###,###,###,Geo-Marine Technology Inc.,USA
###,8/6/2008,1,0,0,###,###,###,George Washington University,USA
###,4/21/2017,1,0,0,###,###,###,George Washington University,USA
###,2/24/2020,1,0,0,###,###,###,George Washington University,USA
###,3/27/2018,0,1,0,###,###,###,German Centre for Integrative Biodiversity Research (iDiv),Germany
###,2/15/2005,1,0,0,###,###,###,Ghent University,Belgium
###,2/15/2005,1,0,0,###,###,###,Ghent University,Belgium
###,7/1/2005,1,0,0,###,###,###,Ghent University,Belgium
###,1/2/2007,1,0,0,###,###,###,Ghent University,Belgium
###,4/10/2007,1,0,0,###,###,###,Ghent University,Belgium
###,3/19/2008,1,0,0,###,###,###,Ghent University,Belgium
###,7/29/2008,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,3/16/2009,1,0,0,###,###,###,Ghent University,Belgium
###,4/1/2009,1,0,0,###,###,###,Ghent University,Belgium
###,4/9/2009,1,0,0,###,###,###,Ghent University,Belgium
###,5/27/2010,1,0,0,###,###,###,Ghent University,Belgium
###,12/6/2010,1,0,0,###,###,###,Ghent University,Belgium
###,11/21/2011,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,2/21/2012,1,0,0,###,###,###,Ghent University,Belgium
###,3/5/2012,1,0,0,###,###,###,Ghent University,Belgium
###,1/15/2014,0,1,0,###,###,###,Ghent University,Belgium
###,4/3/2014,0,1,0,###,###,###,Ghent University,Belgium
###,7/1/2014,1,0,0,###,###,###,Ghent University,Belgium
###,7/16/2014,1,0,0,###,###,###,Ghent University,Belgium
###,7/16/2014,1,0,0,###,###,###,Ghent University,Belgium
###,7/16/2014,1,0,0,###,###,###,Ghent University,Belgium
###,10/15/2014,0,1,0,###,###,###,Ghent University,Belgium
###,12/3/2014,0,1,0,###,###,###,Ghent University,Belgium
###,7/22/2015,1,1,0,###,###,###,Ghent University,Belgium
###,7/22/2015,1,0,0,###,###,###,Ghent University,Belgium
###,5/30/2016,0,0,1,###,###,###,Ghent University,Belgium
###,11/28/2016,0,0,1,###,###,###,Ghent University,Belgium
###,1/3/2017,0,0,1,###,###,###,Ghent University,Belgium
###,3/6/2017,1,0,0,###,###,###,Ghent University,Belgium
###,3/28/2017,0,0,1,###,###,###,Ghent University,Belgium
###,4/10/2017,1,0,0,###,###,###,Ghent University,Belgium
###,5/2/2017,0,0,1,###,###,###,Ghent University,Belgium
###,10/12/2017,0,0,1,###,###,###,Ghent University,Belgium
###,2/25/2018,0,1,0,###,###,###,Ghent University,Belgium
###,5/16/2020,0,0,1,###,###,###,Ghent University,Belgium
###,9/11/2020,0,0,1,###,###,###,Ghent University,Belgium
###,9/30/2021,0,0,1,###,###,###,Ghent University,Belgium
###,7/24/2014,0,1,0,###,###,###,Global Biodiversity Information Facility (GBIF),Global
###,11/17/2021,1,0,0,###,###,###,Global Biodiversity Information Facility (GBIF),Global
###,2/24/2010,1,0,0,###,###,###,Government of Canada - Fisheries and Oceans Canada,Canada
###,9/19/2011,1,0,0,###,###,###,Government of Canada - Fisheries and Oceans Canada,Canada
###,12/4/2013,1,0,0,###,###,###,Government of Canada - Fisheries and Oceans Canada,Canada
###,1/12/2017,0,1,0,###,###,###,Government of Canada - Fisheries and Oceans Canada,Canada
