BrefID	SortDate	BibLvlCode	StandardTitle	AbstractEnglish	Refstringauthors	WoScode
238252	2013	AS	New Mediterranean Marine biodiversity records (June 2013)	"This paper concerns records of species that have extended their distribution in the Mediterranean Sea. The finding of the rare brackish angiosperm <i>Althenia filiformis</i> in the island of Cyprus is interesting since its insertion in the Red Data Book of the Flora of Cyprus is suggested. The following species enriched the flora or fauna lists of the relevant countries: the red alga <i>Sebdenia dichotoma</i> (Greece), the hydrachnid mite <i>Pontarachna adriatica</i> (Slovenia), and the thalassinid <i>Gebiacantha talismani</i> (Turkey). Several alien species were recorded in new Mediterranean localities. The record of the burrowing goby <i>Trypauchen vagina</i> in the North Levantine Sea (Turkish coast), suggests the start of spreading of this Lessepsian immigrant in the Mediterranean Sea. The findings of the following species indicate the extension of their occurrence in the Mediterranean Sea: the foraminifer <i>Amphistegina lobifera</i> (island of Zakynthos, Greece), the medusa <i>Cassiopea andromeda</i> (Syria), the copepod <i>Centropages furcatus</i> (Aegean Sea), the decapod shrimp <i>Melicertus hathor</i> (island of Kastellorizo, Greece), the crab <i>Menoethius monoceros</i> (Gulf of Tunis), the barnacles <i>Balanus trigonus, Megabalanus tintinnabulum, Megabalanus coccopoma</i> and the bivalves <i>Chama asperella, Cucurbitula cymbium</i> (Saronikos Gulf, Greece)."	"Siokou, I.; Ates, A.S.; Ayas, D.; Ben Souissi, J.; Chatterjee, T.; Dimiza, M.; Durgham, H.; Dogrammatzi, K.; Erguden, D.; Gerakaris, V.; Grego, M.; Issaris, Y.; Kadis, K.; Katagan, T.; Kapiris, K.; Katsanevakis, S.; Kerkhof, F.; Papastergiadou, E.; Pesic, V.; Polychronidis, L.; Rifi, M.; Salomidi, M.; Sezgin, M.; Triantaphyllou, M.; Tsiamis, K.; Turan, C.; Tziortzis, I.; d'Udekem d'Acoz, C.; Yaglioglu, D.; Zaouali, J.; Zenetos, A."	WOS:000320294500027
238388	2013	AS	The importance of different spatial scales in determining structural and functional characteristics of deep-sea infauna communities	"The urge to understand spatial distributions of species and communities and their causative processes has continuously instigated the development and testing of conceptual models in spatial ecology. For the deep sea, there is evidence that structural and functional characteristics of benthic communities are regulated by a multitude of biotic and environmental processes that act in concert on different spatial scales, but the spatial patterns are poorly understood compared to those for terrestrial ecosystems. Deep-sea studies generally focus on very limited scale ranges, thereby impairing our understanding of which spatial scales and associated processes are most important in driving structural and functional diversity of communities. Here, we used an extensive integrated dataset of free-living nematodes from deep-sea sediments to unravel the importance of different spatial scales in determining benthic infauna communities. Multiple-factor multivariate permutational analyses were performed on different sets of community descriptors (structure, structural and functional diversity, standing stock). The different spatial scales investigated cover two margins in the northeast Atlantic, several submarine canyons/channel/slope areas, a bathymetrical range of 700-4300 m, different sampling locations at each station, and vertical sediment profiles. The results indicated that the most important spatial scale for structural and functional diversity and standing stock variability is the smallest one; infauna communities changed substantially more with differences between sediment depth layers than with differences associated to larger geographical or bathymetrical scales. Community structure differences were greatest between stations at both margins. Important regulating ecosystem processes and the scale on which they occur are discussed. The results imply that, if we are to improve our understanding of ecosystem patterns of deep-sea infauna and the relevant processes driving their structure, structural and functional diversity, and standing stock, we must pay particular attention to the small-scale heterogeneity or patchiness and the causative mechanisms acting on that scale."	"Ingels, J.; Vanreusel, A."	WOS:000322242700010
238681	2013	M	Sustainability in the coastal urban environment: thematic profiles of resources and their users	\N	"Khan, A.Z.; Le, Q.X.; Corijn, E.; Canters, F. (Ed.)"	\N
218688	2013	AM	Marine invertebrates in traditional medicines	"This chapter reviews the uses of marine invertebrates for medicinal purposes, based on an extensive literature survey. We identified at least 266 species which are prescribed to treat a number of diseases and conditions categories, especially those of the digestive and genitourinary systems. Among the medicinal species, 19 species feature on the IUCN (International Union for Conservation of Nature) Red List and/or are CITES-listed (Convention on International Trade in Endangered Species of Wild Fauna and Flora). This highlights the need to assess the impacts of zootherapy in the context of marine biodiversity conservation. Conservation efforts should also be directed to unprotected species, whose medicinal use is widespread. In addition to biological aspects, economical and sociocultural factors influence the relationship between people and zootherapeutical resources. Therefore, studies bridging ecological, anthropological, and pharmacological aspects of the medicinal use of animals should be fostered. "	"Nóbrega Alves, R.R.; Ribeiro Oliveira, T.P.; Rosa, I.L.; Cunningham, A.B."	\N
222959	2013	AMS	LifeWatch data services: online data processing tools for biodiversity science	\N	"Waumans, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F."	\N
231862	2013	AS	Onbekende wateren	\N	"Ballard, R."	\N
232790	2013	AMS	Habitat and ecology of <i>Nephrops norvegicus</i>	"This review summarizes the data on habitat, population ecology and ecosystem roles of Nephrops norvegicus. The species has a broad range in the northeast Atlantic and Mediterranean, although it is possible that small or isolated patches of suitable habitat may not be occupied due to restrictions on larval supply. Nephrops densities are related to the silt-clay content of sediments, with interactions between habitat quality and density indicating competition for resources. An analysis of density-size interactions across fishery functional management units (FUs) suggests that growth is suppressed at high densities due to competition (e. g. in the western Irish Sea), although recruitment dynamics or size-selective mortality may also shape the size structure of populations. Nephrops biomass available across FUs may be similar, reflecting a constant yield due to the inverse relationship between individual size and population density. Gaps in the understanding of Nephrops' ecology reflect uncertain ageing criteria, reliance on fisheries-dependent data and few if any undisturbed habitats in which to examine fisheries-independent interactions."	"Johnson, M.P.; Lordan, C.; Power, A.M."	WOS:000321561100003
238303	2013	AS	"The relationship between sandy beach nematodes and environmental characteristics in two Brazilian sandy beaches (Guanabara Bay, Rio de Janeiro)"	"We investigated if the differences in density and nematode communities of intertidal sediments from two Brazilian sheltered sandy beaches were related to environmental characteristics. The upper tide level (UTL) and the low tide level (LTL) of both beaches were surveyed in January (austral summer) and June 2001 (austral winter) during low-spring tides, by collecting samples of nematodes and sediments. Differences in density between beaches, tidal level and seasons, and nematode community structure were investigated. Sediments from both beaches were composed of medium to very coarse sand. The highest nematode densities were found at the UTL, and significant differences between beaches, tidal levels and months were found. A total of 54 genera were found and the genera composition on both sheltered beaches was similar to other exposed worldwide sandy beaches. The density and structure of the nematode community at both beaches clearly varied along the spatial and temporal scales. Gravel percentage was the most important variable explaining the spatial distribution of the nematodes, determining the four sub-communities; this suggests that the sediment characteristics influence the nematode community, rather than physical hydrodynamic forces. Temperature and salinity were suggested to be important variables affecting the temporal variation."	"Maria, T.F.; Paiva, P.; Vanreusel, A.; Esteves, A.M."	WOS:000321393500020
226259	2013	AS	Spatial data management priorities for assessment of Europe’s coasts and seas	"Systemic understanding of marine and coastal environment needs data integration following a respective concept e.g. multi-dimensional and functional mapping. A number of new activities will improve data supply for coasts and seas. This data needs to be integrated and combined with socio-economic drivers and resulting pressures. Resulting knowledge base should be able to inform effectively ecosystem-based management actions, such as integrated coastal zone management, maritime spatial planning, extension of Natura 2000 areas or climate change adaptation in coastal regions and maritime sectors. Assessment that aims to inform such processes will require rethinking of priorities for spatial data collection and analysis, in particular building on data sharing and standardization, improved spatial data integration, promoting interoperability of relevant information systems and possibility of assimilating different data types in to models. Different aspects of spatial data should be addressed in coherent implementation of spatial data infrastructure."	"Meiner, A."	WOS:000319165900007
226492	2013	AS	Marine bioactivity in Irish waters	"In 2009, the Marine Biodiscovery Laboratory was set-up at the Marine Institute with funds from the Marine Institute and the Beaufort Marine Biodiscovery Research Programme. The Marine Biodiscovery Laboratory has already processed over 130 marine specimens from coastal zones and from the Deep Sea (=3,000 m) within the Marine Irish Exclusive Economic Zone. Beaufort Biodiscovery funded taxonomists are involved in species identification and elucidation of evolutionary relationships. The project approach links sampling, systematics, extraction, microbial metagenomics and biomaterials. The Laboratory consists of approximately 56 m<sup>2</sup> including an extraction and a bioassay suite. The Laboratory samples and assesses marine biological diversity geared towards developing natural products for drug discovery, advanced material applications and bio-medical devices. Samples are tracked from sample log-into right through to extraction and bioassay using a customised Marine Biodiscovery Database. The extraction procedure is described along with the anti-bacterial bioassay selected for routine use. The Marine Biodiscovery Database manages the data generated and links the data collected by the project’s stakeholders to existing biodiversity, genetic and chemical resources. The system uses in-house developed software tools to merge biodiscovery data collected with other MI resources and external databases and for the data mining and visualisation of biogeographical, genetic and chemical information aimed at the identification of potential biodiversity and bioactivity “hotspots”."	"Rae, M.; Folch, H.; Moniz, M.B.J.; Wolff, C.W.; McCormack, G.P.; Rindi, F.; Johnson, M.P."	WOS:000324653400015
227406	2013	AS	"Invisible catch: A century of bycatch and unreported removals in sea fisheries, Belgium 1929-2010"	"Publicly reported statistics on the production of fisheries refer to 'landings' as opposed to 'catch'. However, well-informed decisions and evaluation of the impacts of fisheries on ecosystems must be based on total removals, so including the part of the catch that is discarded at sea or not reported as landings. Total removals by Belgian fisheries from all ICES fishing areas and from the Belgian part of the North Sea (BNS) from 1929 to 2010, were reconstructed by including unreported and misreported landings of the commercial fleet, unreported landings by the recreational and artisanal/subsistence fisheries and by estimating discards for the most important fisheries. Total reconstructed removals were estimated at 5.2 million t or 42% higher than the 3.7 million t publicly reported over this period. Unreported landings and discards were estimated to represent respectively 3.5% (0.2 million t) and 26% (1.3 million t) of these total reconstructed removals. The reconstructed total removals on the BNS were estimated to be 55% higher than the 0.8 million t publicly reported over this period. Discards represent an average annual of 34% of the total removals on the BNS over the entire period. The results suggest that since the 2000s, approximately 50% of all Belgian removals from its EEZ are unreported landings and discards (IUU). The unreported landings and discards are increasingly taken by non-commercial, small-scale (<12 m) vessels that are not subject to reporting and not taken into consideration in planning, monitoring and enforcement. While the present paper provides a first attempt to reconstruct historical total removals for Belgium's sea fisheries, it also addresses the gaps in data and information that need to be resolved to improve the reliability of the estimates of unaccounted removals. The reconstructed time series provides a context for the wider debate about how to move to more sustainable fisheries, what the role of small-scale fisheries are, how to achieve the agreed policy targets in Belgian marine waters and in particular in the marine areas protected under the EU Habitat and Bird directives."	"Lescrauwaet, A.-K.; Torreele, E.; Vincx, M.; Polet, H.; Mees, J."	WOS:000325191900019
229060	2013	AS	A new digital map of limits of oceans and seas consistent with high-resolution global shorelines	"We present a vector map of the limits of oceans and seas intended to be integrated into a geographic information system (GIS). This map is based on the document S-23 titled “Limits of Oceans and Seas” and published by the International Hydrographic Organization (IHO). The third edition of this document, published in 1953, still serves as an official reference. The realization of this map from a text containing numerous ambiguities, disused place-names, or imprecise coordinates required important documentary investigations. This was made possible through the use of online resources such as map libraries, satellite imageries, geographic names databases, and institutional geoportals. The main innovations of our map are its accuracy, its precision of about 10 s of meridian arc, and its consistency with the Global, Self-consistent, Hierarchical, High-resolution Shoreline database and with satellite images such as Land Satellite and moderate-resolution imaging spectroradiometer. All remaining uncertainties for the drawing of limits are presented in the results. Although based on an IHO document, our map does not possess any official status. Nevertheless, we hope that our map will facilitate and encourage more detailed spatial analyses related to oceans and seas. This map is freely available for noncommercial use."	"Fourcy, D.; Lorvelec, O."	WOS:000316162400020
229321	2013	AMS	Marine Regions: towards a standard for georeferenced marine names	\N	"Claus, S.; Souza Dias, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F."	\N
230395	2013	M	De morfologie van de platvis met de tong (<i>Solea solea</i> L.) en de schol (<i>Pleuronectes platessa</i> L.) als typevoorbeelden	\N	"De Plecker, L."	\N
230570	2013	AM	Marine research	\N	"Herman, R.; Mees, J.; Pirlet, H.; Verleye, T.J.; Lescrauwaet, A.-K."	\N
231863	2013	AS	Mapping a new America	\N	"Ballard, R."	\N
222908	2013	AMS	Acoustically tagging Atlantic cod - the silver bullet to investigate behaviour?	\N	"Reubens, J.; Degraer, S.; Vincx, M."	\N
222933	2013	AMS	World Register of Marine Species	\N	"Vandepitte, L.; Vanhoorne, B.; Decock, W.; Trias Verbeeck, A.; Dekeyzer, S.; Colpaert, S.; Hernandez, F."	\N
226208	2013	AS	"Complex movements, philopatry and expanded depth range of a severely threatened pelagic shark, the oceanic whitetip (<i>Carcharhinus longimanus</i>) in the western North Atlantic"	"Oceanic whitetip sharks (<em>Carcharhinus longimanus</em>) have recently been targeted for conservation in the western North Atlantic following severe declines in abundance. Pop-up satellite archival tags were applied to 11 mature oceanic whitetips (10 females, 1 male) near Cat Island in the central Bahamas 1–8 May 2011 to provide information about the horizontal and vertical movements of this species. Another large female was opportunistically tagged in the U.S. Exclusive Economic Zone (EEZ). Data from 1,563 total tracking days and 1,142,598 combined depth and temperature readings were obtained. Sharks tagged at Cat Island stayed within 500 km of the tagging site for ~30 days before dispersing across 16,422 km<sup>2</sup> of the western North Atlantic. Maximum individual displacement from the tagging site ranged from 290–1940 km after times at liberty from 30–245 days, with individuals moving to several different destinations (the northern Lesser Antilles, the northern Bahamas, and north of the Windward Passage). Many sharks returned to The Bahamas after ~150 days. Estimated residency times within The Bahamas EEZ, where longlining and commercial trade of sharks is illegal, were generally high (mean = 68.2% of time). Sharks spent 99.7% of their time shallower than 200 m and did not exhibit differences in day and night mean depths. There was a positive correlation between daily sea surface temperature and mean depth occupied, suggesting possible behavioral thermoregulation. All individuals made short duration (mean = 13.06 minutes) dives into the mesopelagic zone (down to 1082 m and 7.75°C), which occurred significantly more often at night. Ascent rates during these dives were significantly slower than descent rates, suggesting that these dives are for foraging. The sharks tracked appear to be most vulnerable to pelagic fishing gear deployed from 0–125 m depths, which they may encounter from June to October after leaving the protected waters of The Bahamas EEZ."	"Howey-Jordan, L.A.; Brooks, E.J.; Abercrombie, D.L.; Jordan, L.K.B.; Brooks, A.; Williams, S.; Gospodarczyk, E.; Chapman, D.D.F."	WOS:000315184200116
226217	2013	AS	"High-use areas, seasonal movements and dive patterns of juvenile loggerhead sea turtles in the Southwestern Atlantic Ocean"	"Characterizing the behaviors of sea turtles and identifying high-use areas as they vary in time and space is important for conservation planning, particularly when turtles overlap with fisheries that may unintentionally harm them. Between July 2006 and March 2010, 27 satellite transmitters were deployed at sea on juvenile loggerheads <i>Caretta caretta</i> captured as bycatch in the Uruguayan and Brazilian pelagic longline fisheries operating in the Southwestern Atlantic Ocean. Tracking duration ranged from 3 to 639 d (mean ± SD: 259 ± 159 d; n = 27), during which turtles moved between latitudes of 25 to 45°S and longitudes 35 to 54° W. High-use areas for the tracked turtles were over the continental shelf and slope within the Uruguayan, Argentinian, and Brazilian exclusive economic zones and in adjacent international waters. Diving information was available for 5 turtles. The maximum dive depth recorded varied between 100 and 300 m. Two turtles demonstrated potential bottom-feeding behaviors by diving to depths that corresponded closely with the depth of the seafloor (<200 m) at their given location. The sea surface temperature encountered by tagged turtles was on average 19.8 ± 2.3°C (range: 10.2 to 28.4°C), and turtles showed an affinity for waters supporting moderate to high primary productivity levels (0.43 ± 0.89 mg m<sup>-3</sup> chlorophyll <i>a</i>). Latitudinal movements varied by season and sea surface temperature. These findings, along with those of other studies conducted in the region, demonstrate the need to strengthen ongoing collaborative efforts between neighboring countries and other international partnerships to further the research and management of sea turtles in this area."	"Barceló, C.; Domingo, A.; Miller, P.; Ortega, L.; Giffoni, B.; Sales, G.; McNaughton, L.; Marcovaldi, M.Â.; Heppell, S.S.; Swimmer, Y."	WOS:000317356300017
228663	2013	AM	"Historical marine fisheries data for Belgium: Data sources, data management and data integration related to the reconstruction of historical time-series of marine fisheries landings for Belgium"	"In spite of the €1 billion of public money spent each year in Europe on monitoring and measuring the seas (COM/2010/0461), users are still confronted with restrictions on data access. When accessible, the quality of the data may be unknown or different standards and formats may apply which make data assembling from different sources a challenging and often specialists’ task. This situation seriously hampers the opportunities to develop innovative products and services, including the use of data in advanced scientific research. This is particularly true for long-term time-series. The current chapter covers the process of reconstructing time-series for different parameters that describe the sea fisheries in Belgium: landings, value of landings, species, species length classes, fishing areas, and their seasonal and annual variability. The process from source to product is explained and the main outcomes and data products of the reconstruction of historical time-series on Belgian sea fisheries are commented. "	"Lescrauwaet, A.-K.; Debergh, H.; Vincx, M.; Mees, J."	\N
228665	2013	AM	Fishing in the Past: the spatial dynamics of the Belgian sea fisheries during the 20th century	"Historically, fleet dynamics have received less attention than the aspects of population dynamics in fisheries research. However, to understand trends in the volume of landings and changes in the catch per unit of effort and in the economic returns by the fleet, spatio-temporally explicit information is needed. The integration of historical time series on the landings and value of landings of Belgian sea fisheries, by fishing area, allows for a spatial analysis of broad-scaled historical preference of different Belgian fisheries for specific fishing areas. It documents changes in the relative importance of fishing areas for the Belgian fisheries as well as changes in composition of landings from within fishing areas over 8 decades (1929-2009) and underlines the historical importance of the 'coastal waters' to the Belgian fisheries. Finally, qualitative and quantitative statements about the spatial dynamics of Belgian fisheries in published sources are validated and, where not supported by our data, challenged. Some of the cause-effect relations that may explain the spatial dynamics of Belgian sea fisheries, are explored. "	"Lescrauwaet, A.-K."	\N
229063	2013	M	Ecological and socio-economic assessment of Kenyan coastal fisheries: The case of Malindi-Ungwana Bay artisanal fisheries versus semi-industrial bottom trawling	\N	"Munga, C.N."	\N
230874	2013	AS	"Delta C-13 and delta N-15 variations in organic matter pools, <i>Mytilus</i> spp. and <i>Macoma balthica</i> along the European Atlantic coast"	"Stable carbon (delta C-13) and nitrogen (delta N-15) isotope (SI) values of sedimentary organic matter (SOM), seston and two dominant bivalves, Mytilus spp. and Macoma balthica, were studied at 18 stations along the European coast in spring and autumn 2004. Three main regions, the Baltic Sea (BS), the North Sea and English Channel (NS), and the Bay of Biscay (BB), were tested for possible geographic (latitudinal) differences in the SI values. In spring, only BS showed lower delta C-13 values of seston and Mytilus spp., and higher delta N-15 values of SOM, than NS and BB. No significant differences between the 3 regions were found in autumn. Irrespective of season and regions, Mytilus spp. was more C-13-depleted than M. balthica. delta C-13 values of M. balthica, but not those of Mytilus spp., were significantly correlated with SOM. These results are consistent with differences in feeding behavior of Mytilus spp. and M. balthica, as the two species are known as obligatory-suspension and facultative-deposit feeders, respectively. In contrast, no differences in the delta N-15 values of Mytilus spp. and M. balthica were found at individual stations, indicating the same trophic level of the two bivalves within the food webs. At some stations, irrespective of geographic location, both bivalves showed delta N-15 values up to 18-20 aEuro degrees. These were two trophic levels higher than those found at the other stations, indicating local and/or episodic eutrophic conditions, probably due to waste water discharge, and the effectiveness of both Mytilus spp. and M. balthica as bio-indicators of anthropogenic eutrophication. Overall, our results suggest that pathways of energy flow from OM pools to dominant bivalves is more related to local environmental conditions than to geographic regions across the European coastline. This has implications for food web studies along the Atlantic coast because most of the values are consistent over a large area and show no significant differences. Therefore, the present study can be used twofold for the determination of trophic baselines and for the correction of the trophic position of consumers higher up in the food web in the case of differences in waste water discharge."	"Magni, P.; Rajagopal, S.; Como, S.; Jansen, J.M.; van der Velde, G.; Hummel, H."	WOS:000315275400006
234613	2013	AS	How many marine aliens in Europe?	"In the framework of the European Alien Species Information Network (EASIN; http://easin.jrc.ec.europa.eu/), an inventory of marine alien species in Europe was created by critically reviewing existing information in 34 global, European, regional and national databases. In total, 1369 marine alien species have been reported in the European seas (including 110 cryptogenic and 139 questionable species); this is a substantial increase from the 737 species previously reported in 2009 based on the DAISIE (Delivering Alien Invasive Species Inventories for Europe; http://www.europe-aliens.org) dataset. Most of the reported species were invertebrates (63.3%), followed by chromists (13.7%), vertebrates (11.6%), and plants (10.1%). Mollusca is the most numerous phylum, followed by Arthropoda, Chordata, and Annelida. The countries with the highest reported numbers of marine alien species were Israel, Turkey, Italy, France, Egypt and Greece. A reporting bias is evident as efforts for monitoring and reporting alien species vary among countries."	"Katsanevakis, S.; Gatto, F.; Zenetos, A.; Cardoso, A.C."	\N
238012	2013	M	Marine environmental biology and conservation	"Marine Environmental Biology and Conservation provides an introduction to the environmental and anthropogenic threats facing the world’s oceans, and outlines the steps that can and should be taken to protect these vital habitats. It begins with a brief overview of the essentials of marine biology and oceanography necessary to understand the conservation material. The book then moves through the different habitats in the marine environment, such as coastal ecosystems, the open ocean, and the deep sea, exploring the organisms that live there, and what conservation dangers and solutions affect these areas."	"Beckman, D.W."	\N
